V,I_0,I_1,I_2,I_3,I_4,I_5
-2.96985,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.9598500000000003,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.9498500000000005,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.9398500000000007,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.929850000000001,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.919850000000001,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.9098500000000014,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.8998500000000016,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.889850000000002,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.879850000000002,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.8698500000000022,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.8598500000000024,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.8498500000000027,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.839850000000003,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.829850000000003,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.8198500000000033,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.8098500000000035,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.7998500000000037,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.789850000000004,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.779850000000004,-3.297029623135e-09,-3.297029623135e-09,-3.2966770053217613e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.7698500000000044,-3.297029623135e-09,-3.297029623135e-09,-3.2962890869353602e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.7598500000000046,-3.297029623135e-09,-3.297029623135e-09,-3.2959011685489587e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.749850000000005,-3.297029623135e-09,-3.297029623135e-09,-3.2910323752826595e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.739850000000005,-3.297029623135e-09,-3.297029623135e-09,-3.2856322926010674e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.729850000000005,-3.297029623135e-09,-3.297029623135e-09,-3.2802322099194757e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.7198500000000054,-3.297029623135e-09,-3.297029623135e-09,-3.2840974932454304e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.7098500000000056,-3.297029623135e-09,-3.297029623135e-09,-3.289238213757868e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.699850000000006,-3.297029623135e-09,-3.297029623135e-09,-3.2943789342703058e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.689850000000006,-3.297029623135e-09,-3.297029623135e-09,-3.2736103197881342e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.6798500000000063,-3.297029623135e-09,-3.297029623135e-09,-3.2487633840567915e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.6698500000000065,-3.297029623135e-09,-3.297029623135e-09,-3.223916448325449e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.6598500000000067,-3.297029623135e-09,-3.297029623135e-09,-3.191674319181695e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.649850000000007,-3.297029623135e-09,-3.297029623135e-09,-3.1581169082884954e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.639850000000007,-3.297029623135e-09,-3.297029623135e-09,-3.1245594973952956e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.6298500000000073,-3.297029623135e-09,-3.297029623135e-09,-3.0868050201440996e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.6198500000000076,-3.297029623135e-09,-3.297029623135e-09,-3.0482151555842328e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.6098500000000078,-3.297029623135e-09,-3.297029623135e-09,-3.0096252910243664e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.599850000000008,-3.297029623135e-09,-3.297029623135e-09,-2.9752714178096984e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.589850000000008,-3.297029623135e-09,-3.297029623135e-09,-2.941853703854475e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.5798500000000084,-3.297029623135e-09,-3.297029623135e-09,-2.908435989899252e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.5698500000000086,-3.297029623135e-09,-3.297029623135e-09,-2.8781170498696255e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.559850000000009,-3.297029623135e-09,-3.297029623135e-09,-2.848553532339278e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.549850000000009,-3.297029623135e-09,-3.297029623135e-09,-2.8189900148089297e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.5398500000000093,-3.297029623135e-09,-3.297029623135e-09,-2.801126056287683e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.5298500000000095,-3.297029623135e-09,-3.297029623135e-09,-2.7863908771719288e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.5198500000000097,-3.297029623135e-09,-3.297029623135e-09,-2.7716556980561746e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.50985000000001,-3.297029623135e-09,-3.297029623135e-09,-2.7767562773309986e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.49985000000001,-3.297029623135e-09,-3.297029623135e-09,-2.787648693035144e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.4898500000000103,-3.297029623135e-09,-3.297029623135e-09,-2.7985411087392894e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.4798500000000105,-3.296446658281161e-09,-3.297029623135e-09,-2.9004812058449404e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.4698500000000108,-3.2956785886450083e-09,-3.297029623135e-09,-3.0313310410505762e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.459850000000011,-3.2949105190088556e-09,-3.297029623135e-09,-3.1621808762562125e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.449850000000011,-3.28698824755513e-09,-3.297029623135e-09,-3.180074879034548e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.4398500000000114,-3.2766043152609345e-09,-3.297029623135e-09,-3.1591023588269195e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.4298500000000116,-3.266220382966739e-09,-3.297029623135e-09,-3.1381298386192915e-09,-3.297029623135e-09,-3.297029623135e-09,-3.297029623135e-09
-2.419850000000012,-3.261877998657953e-09,-3.291250425245543e-09,-3.161925138319355e-09,-3.297029623135e-09,-3.296204419981671e-09,-3.297029623135e-09
-2.409850000000012,-3.2597815121599423e-09,-3.2833228561241908e-09,-3.2023625219632534e-09,-3.297029623135e-09,-3.2950724540648936e-09,-3.297029623135e-09
-2.3998500000000123,-3.2576850256619312e-09,-3.275395287002838e-09,-3.2427999056071517e-09,-3.297029623135e-09,-3.2939404881481165e-09,-3.297029623135e-09
-2.3898500000000125,-3.220547811041541e-09,-3.2676471082134542e-09,-3.2063745130925185e-09,-3.2887028838414756e-09,-3.294320550497358e-09,-3.297029623135e-09
-2.3798500000000127,-3.169305843305887e-09,-3.2599711384356765e-09,-3.139009966640115e-09,-3.2770244276093033e-09,-3.295309241335169e-09,-3.297029623135e-09
-2.369850000000013,-3.118063875570233e-09,-3.252295168657899e-09,-3.0716454201877118e-09,-3.265345971377131e-09,-3.29629793217298e-09,-3.297029623135e-09
-2.359850000000013,-3.123085308327935e-09,-3.2517432179445e-09,-2.9741074553662658e-09,-3.261739868030632e-09,-3.2965868126995223e-09,-3.2955576542795296e-09
-2.3498500000000133,-3.1524499315571213e-09,-3.254273579204533e-09,-2.863514515834926e-09,-3.2616263872793884e-09,-3.296572909968179e-09,-3.293448816377705e-09
-2.3398500000000135,-3.1818145547863077e-09,-3.256803940464566e-09,-2.7529215763035863e-09,-3.2615129065281445e-09,-3.296559007236836e-09,-3.291339978475881e-09
-2.3298500000000137,-3.158864228429904e-09,-3.202044197869086e-09,-2.7028935056016243e-09,-3.236380004697463e-09,-3.280682572118643e-09,-3.292111813147943e-09
-2.319850000000014,-3.11163302503289e-09,-3.1206944656362514e-09,-2.6809753374165502e-09,-3.1996348679001173e-09,-3.2574438781912805e-09,-3.294220651049767e-09
-2.309850000000014,-3.064401821635876e-09,-3.039344733403417e-09,-2.659057169231476e-09,-3.1628897311027714e-09,-3.2342051842639177e-09,-3.2963294889515915e-09
-2.2998500000000144,-3.0787047548033634e-09,-3.0127942176272263e-09,-2.6681411169052815e-09,-3.1099182538457908e-09,-3.227305623821853e-09,-3.296458572154476e-09
-2.2898500000000146,-3.1235905223114886e-09,-3.013479240569183e-09,-2.692633301802462e-09,-3.0488821882166043e-09,-3.2285267105611563e-09,-3.2956037054171624e-09
-2.279850000000015,-3.1684762898196143e-09,-3.01416426351114e-09,-2.717125486699642e-09,-2.987846122587418e-09,-3.2297477973004597e-09,-3.294748838679849e-09
-2.269850000000015,-3.1397823624064614e-09,-3.022582025967723e-09,-2.774561216266942e-09,-2.9235383200586003e-09,-3.1947641191062686e-09,-3.2920721538578807e-09
-2.2598500000000152,-3.0719886583656666e-09,-3.0351089164665624e-09,-2.849502933584022e-09,-2.857491937584638e-09,-3.1405414616900176e-09,-3.2884273666233868e-09
-2.2498500000000154,-3.0041949543248717e-09,-3.0476358069654013e-09,-2.924444650901102e-09,-2.7914455551106756e-09,-3.086318804273766e-09,-3.2847825793888924e-09
-2.2398500000000157,-2.946316060528981e-09,-3.020111037710533e-09,-2.8962645633332175e-09,-2.764185575140228e-09,-3.098184934029562e-09,-3.2586627426424216e-09
-2.229850000000016,-2.8940628114175396e-09,-2.9698610320435366e-09,-2.8095733576327227e-09,-2.7589329269979396e-09,-3.147549717322098e-09,-3.21979060507559e-09
-2.219850000000016,-2.8418095623060987e-09,-2.9196110263765397e-09,-2.722882151932228e-09,-2.753680278855651e-09,-3.1969145006146333e-09,-3.180918467508759e-09
-2.2098500000000163,-2.7670992194273966e-09,-2.8482364995365892e-09,-2.6555561677108616e-09,-2.7354315113585815e-09,-3.2231486667089106e-09,-3.1561661308506115e-09
-2.1998500000000165,-2.678799270849952e-09,-2.764078755229128e-09,-2.59994878460937e-09,-2.709318318505514e-09,-3.235385653535444e-09,-3.1399582001998657e-09
-2.1898500000000167,-2.590499322272507e-09,-2.6799210109216667e-09,-2.5443414015078787e-09,-2.6832051256524465e-09,-3.247622640361978e-09,-3.12375026954912e-09
-2.179850000000017,-2.5066404070420645e-09,-2.5971791746422957e-09,-2.504750717135587e-09,-2.700205718132358e-09,-3.229295675431723e-09,-3.0825177598488383e-09
-2.169850000000017,-2.4256447896274725e-09,-2.5153502264336736e-09,-2.4754865885229834e-09,-2.7450033564192563e-09,-3.1912630047633987e-09,-3.0251509820770318e-09
-2.1598500000000174,-2.34464917221288e-09,-2.4335212782250516e-09,-2.4462224599103804e-09,-2.7898009947061544e-09,-3.1532303340950746e-09,-2.9677842043052252e-09
-2.1498500000000176,-2.339490206573348e-09,-2.397708482175103e-09,-2.3022694078308514e-09,-2.756318348200486e-09,-3.0869494919393133e-09,-2.9342756034872187e-09
-2.139850000000018,-2.386381017110329e-09,-2.393478441485551e-09,-2.0796006865247195e-09,-2.6691087608671545e-09,-3.0012807816630296e-09,-2.917141839128347e-09
-2.129850000000018,-2.4332718276473096e-09,-2.389248400795999e-09,-1.8569319652185875e-09,-2.5818991735338225e-09,-2.915612071386746e-09,-2.9000080747694747e-09
-2.119850000000018,-2.383525974146243e-09,-2.3631229478919973e-09,-1.7215913695736413e-09,-2.5172985182865942e-09,-2.821468580247394e-09,-2.850290916362089e-09
-2.1098500000000184,-2.2632253244092653e-09,-2.3210115711911692e-09,-1.6500093708651861e-09,-2.469204730410311e-09,-2.7211376193429197e-09,-2.7767844979398692e-09
-2.0998500000000186,-2.1429246746722873e-09,-2.2789001944903416e-09,-1.5784273721567307e-09,-2.421110942534027e-09,-2.6208066584384453e-09,-2.7032780795176494e-09
-2.089850000000019,-2.082613243484103e-09,-2.246969142725406e-09,-1.5422832983337578e-09,-2.38872052583584e-09,-2.583663209361243e-09,-2.648134025374806e-09
-2.079850000000019,-2.0688653798021796e-09,-2.2229400483264012e-09,-1.5336461040402255e-09,-2.368519049110799e-09,-2.595565839624593e-09,-2.607242818816598e-09
-2.0698500000000193,-2.055117516120256e-09,-2.1989109539273966e-09,-1.5250089097466935e-09,-2.348317572385758e-09,-2.6074684698879426e-09,-2.56635161225839e-09
-2.0598500000000195,-2.0193071952937374e-09,-2.1815718471413516e-09,-1.5255127590893899e-09,-2.3181259231281797e-09,-2.6099577136394374e-09,-2.536709777300984e-09
-2.0498500000000197,-1.9652993733186144e-09,-2.1697507593353814e-09,-1.5335563013583783e-09,-2.2796942045553776e-09,-2.604682631289852e-09,-2.5163466211092762e-09
-2.03985000000002,-1.911291551343491e-09,-2.1579296715294117e-09,-1.5415998436273665e-09,-2.2412624859825756e-09,-2.599407548940267e-09,-2.4959834649175685e-09
-2.02985000000002,-1.8772853506844345e-09,-2.1409635319607004e-09,-1.5539270457250865e-09,-2.197597846865679e-09,-2.5449687010012324e-09,-2.4885190376037974e-09
-2.0198500000000204,-1.8608040227358444e-09,-2.1194894389713145e-09,-1.570007473226247e-09,-2.149348266108798e-09,-2.4474539083521463e-09,-2.492356123209436e-09
-2.0098500000000206,-1.8443226947872543e-09,-2.0980153459819283e-09,-1.5860879007274075e-09,-2.101098685351916e-09,-2.3499391157030602e-09,-2.4961932088150744e-09
-1.9998500000000208,-1.836186721745416e-09,-2.0788807351600907e-09,-1.5402280293460054e-09,-2.0445776599658824e-09,-2.3113680195997665e-09,-2.47762138499393e-09
-1.989850000000021,-1.8358161175550976e-09,-2.0619230170115504e-09,-1.4367325902780376e-09,-1.9803600393843193e-09,-2.327644146923705e-09,-2.438198027690549e-09
-1.9798500000000212,-1.8354455133647794e-09,-2.0449652988630096e-09,-1.3332371512100694e-09,-1.916142418802756e-09,-2.3439202742476437e-09,-2.398774670387168e-09
-1.9698500000000214,-1.8410374717137604e-09,-2.025341498946717e-09,-1.299641564013218e-09,-1.8789375986299567e-09,-2.352404428311212e-09,-2.3738880732415623e-09
-1.9598500000000216,-1.8525444821436108e-09,-2.0030728609420736e-09,-1.3353888577568326e-09,-1.86853033742863e-09,-2.3531586965506814e-09,-2.3634224054956255e-09
-1.9498500000000218,-1.8640514925734613e-09,-1.9808042229374307e-09,-1.3711361515004472e-09,-1.8581230762273033e-09,-2.3539129647901506e-09,-2.3529567377496883e-09
-1.939850000000022,-1.8456269033794394e-09,-1.9186303687281182e-09,-1.4030537460033104e-09,-1.851973085685801e-09,-2.339913937189578e-09,-2.291460778006907e-09
-1.9298500000000223,-1.7956727236162562e-09,-1.8144208350256324e-09,-1.4309371809363115e-09,-1.8503076533547895e-09,-2.3103739634575715e-09,-2.176210116427141e-09
-1.9198500000000225,-1.7457185438530732e-09,-1.7102113013231468e-09,-1.4588206158693127e-09,-1.8486422210237778e-09,-2.2808339897255655e-09,-2.0609594548473753e-09
-1.9098500000000227,-1.7161981300611887e-09,-1.5714253260994605e-09,-1.4049294540668038e-09,-1.8011782380258652e-09,-2.247769879673741e-09,-1.997799879352362e-09
-1.899850000000023,-1.7095358273560478e-09,-1.393960619682218e-09,-1.2595616247288306e-09,-1.7024819780102791e-09,-2.2107635154336093e-09,-1.992911688291666e-09
-1.8898500000000231,-1.7028735246509068e-09,-1.2164959132649754e-09,-1.1141937953908576e-09,-1.6037857179946928e-09,-2.1737571511934774e-09,-1.9880234972309693e-09
-1.8798500000000233,-1.6997493528825646e-09,-1.1148238579311618e-09,-1.0635609887698621e-09,-1.5472013649677652e-09,-2.127820832592658e-09,-1.9699741274670447e-09
-1.8698500000000235,-1.7008291310019675e-09,-1.103207403338459e-09,-1.1254908021396787e-09,-1.5406536979256426e-09,-2.071274086819193e-09,-1.936286858280976e-09
-1.8598500000000238,-1.7019089091213705e-09,-1.091590948745756e-09,-1.187420615509495e-09,-1.53410603088352e-09,-2.0147273410457282e-09,-1.9025995890949065e-09
-1.849850000000024,-1.6669842469218292e-09,-1.0891686363377641e-09,-1.2609669224739053e-09,-1.5303038635856325e-09,-1.9826566848801555e-09,-1.877678432696878e-09
-1.8398500000000242,-1.5866060152694267e-09,-1.0983534084074157e-09,-1.3491783955601385e-09,-1.5299677344264286e-09,-1.9814857074506365e-09,-1.8638239978729976e-09
-1.8298500000000244,-1.506227783617024e-09,-1.1075381804770672e-09,-1.4373898686463718e-09,-1.5296316052672247e-09,-1.980314730021117e-09,-1.8499695630491173e-09
-1.8198500000000246,-1.4364713639082757e-09,-1.0820545122539638e-09,-1.4570351882878553e-09,-1.5178966126495343e-09,-1.9657849315915522e-09,-1.8381635911249334e-09
-1.8098500000000248,-1.380968570063169e-09,-1.0100485576422239e-09,-1.384670189605601e-09,-1.4908652529082413e-09,-1.9333286590797783e-09,-1.8291064933027113e-09
-1.799850000000025,-1.3254657762180622e-09,-9.38042603030484e-10,-1.312305190923347e-09,-1.4638338931669483e-09,-1.9008723865680044e-09,-1.8200493954804892e-09
-1.7898500000000253,-1.2835048381729975e-09,-8.886534997209592e-10,-1.2453647921954293e-09,-1.4313024741083158e-09,-1.8625351464477545e-09,-1.8172596180453678e-09
-1.7798500000000255,-1.2608706263670278e-09,-8.715428152605616e-10,-1.1861662982567908e-09,-1.3909214558297097e-09,-1.8158046807114374e-09,-1.823414462910376e-09
-1.7698500000000257,-1.2382364145610582e-09,-8.54432130800164e-10,-1.1269678043181523e-09,-1.3505404375511037e-09,-1.76907421497512e-09,-1.8295693077753841e-09
-1.759850000000026,-1.216094351833571e-09,-8.369141183234349e-10,-1.0835634444832045e-09,-1.3049304218374024e-09,-1.729501364548092e-09,-1.8278515286050578e-09
-1.749850000000026,-1.1946998102504868e-09,-8.18777418708543e-10,-1.0641486636523592e-09,-1.2513781253846672e-09,-1.70080015651791e-09,-1.81417608622728e-09
-1.7398500000000263,-1.1733052686674025e-09,-8.006407190936511e-10,-1.0447338828215138e-09,-1.1978258289319318e-09,-1.6720989484877283e-09,-1.8005006438495026e-09
-1.7298500000000265,-1.1557662610585258e-09,-7.856674911561189e-10,-1.0158097755166148e-09,-1.1517866733760687e-09,-1.6519956079805872e-09,-1.7747839338297177e-09
-1.7198500000000267,-1.1444647403504001e-09,-7.758121310108123e-10,-9.715014698844103e-10,-1.1179022850304642e-09,-1.6458019065553801e-09,-1.7295868484098183e-09
-1.709850000000027,-1.1331632196422743e-09,-7.659567708655058e-10,-9.271931642522059e-10,-1.0840178966848598e-09,-1.639608205130173e-09,-1.6843897629899192e-09
-1.6998500000000272,-1.1049917394934501e-09,-7.471301185056343e-10,-8.87311497839142e-10,-1.0572786735959352e-09,-1.6178837229708566e-09,-1.6563520449396922e-09
-1.6898500000000274,-1.047723026848476e-09,-7.128298204458008e-10,-8.550648794526418e-10,-1.042863400391292e-09,-1.5693718179101608e-09,-1.6579107289197917e-09
-1.6798500000000276,-9.90454314203502e-10,-6.785295223859672e-10,-8.228182610661416e-10,-1.0284481271866488e-09,-1.5208599128494652e-09,-1.6594694128998912e-09
-1.6698500000000278,-9.531310554381895e-10,-6.573183044359426e-10,-8.033891247664326e-10,-1.0237718364175796e-09,-1.4839565318422236e-09,-1.6555359000639016e-09
-1.659850000000028,-9.525255640427002e-10,-6.602028930519956e-10,-8.075558077631489e-10,-1.037024126950581e-09,-1.468423388297282e-09,-1.641491752179988e-09
-1.6498500000000282,-9.51920072647211e-10,-6.630874816680487e-10,-8.117224907598653e-10,-1.0502764174835824e-09,-1.4528902447523406e-09,-1.6274476042960744e-09
-1.6398500000000285,-9.50699468025004e-10,-6.601366414258347e-10,-7.986850701723421e-10,-1.053597461396252e-09,-1.4372828023149734e-09,-1.6056780564383874e-09
-1.6298500000000287,-9.4826871482915e-10,-6.457054174059344e-10,-7.518010006931389e-10,-1.0373801773879603e-09,-1.4215291872791528e-09,-1.5687098730237944e-09
-1.6198500000000289,-9.458379616332962e-10,-6.312741933860341e-10,-7.049169312139358e-10,-1.0211628933796688e-09,-1.405775572243332e-09,-1.5317416896092014e-09
-1.609850000000029,-9.579700733310218e-10,-6.174087867742621e-10,-6.807300574070401e-10,-1.004461067284727e-09,-1.3915280755929202e-09,-1.484769842691448e-09
-1.5998500000000293,-1.0007656086249532e-09,-6.047347596740303e-10,-7.043341732461975e-10,-9.867389941874462e-10,-1.3804518468472308e-09,-1.4167343813164493e-09
-1.5898500000000295,-1.0435611439188848e-09,-5.920607325737984e-10,-7.279382890853549e-10,-9.690169210901655e-10,-1.3693756181015413e-09,-1.3486989199414508e-09
-1.5798500000000297,-1.0549228821506437e-09,-5.779147596692525e-10,-7.42201667328854e-10,-9.451717333717009e-10,-1.354589698812618e-09,-1.3030443026974507e-09
-1.56985000000003,-9.949935904430168e-10,-5.60430452162719e-10,-7.352804969073947e-10,-9.074394817736255e-10,-1.3313902983568973e-09,-1.3081488548231552e-09
-1.5598500000000302,-9.350642987353897e-10,-5.429461446561854e-10,-7.283593264859356e-10,-8.697072301755501e-10,-1.3081908979011765e-09,-1.3132534069488598e-09
-1.5498500000000304,-8.820825187482233e-10,-5.243673969807702e-10,-7.261343619109561e-10,-8.415378682509347e-10,-1.2830515238058292e-09,-1.299494306580316e-09
-1.5398500000000306,-8.46027837764078e-10,-5.031221266945351e-10,-7.353513559105579e-10,-8.366677804795252e-10,-1.2531855472688479e-09,-1.239775310615143e-09
-1.5298500000000308,-8.099731567799328e-10,-4.818768564083e-10,-7.445683499101597e-10,-8.317976927081156e-10,-1.2233195707318667e-09,-1.18005631464997e-09
-1.519850000000031,-7.896831758374432e-10,-4.632206273227972e-10,-7.523442272937681e-10,-8.246522255536232e-10,-1.1961334198806226e-09,-1.1244970208503704e-09
-1.5098500000000312,-8.107469732657346e-10,-4.5135594109729167e-10,-7.563397842788427e-10,-8.115380095825455e-10,-1.1759769566978702e-09,-1.0798494095432404e-09
-1.4998500000000314,-8.31810770694026e-10,-4.394912548717862e-10,-7.603353412639172e-10,-7.984237936114679e-10,-1.1558204935151178e-09,-1.0352017982361106e-09
-1.4898500000000316,-8.299826222572348e-10,-4.285811968583374e-10,-7.64116625881169e-10,-7.845900474450226e-10,-1.1336480189002497e-09,-9.988944706809249e-10
